"Id","ActivityDate","TotalDistance"
1503960366,2016-04-12,8.5
1503960366,2016-04-13,6.96999979019165
1503960366,2016-04-14,6.73999977111816
1503960366,2016-04-15,6.28000020980835
1503960366,2016-04-16,8.15999984741211
1503960366,2016-04-17,6.48000001907349
1503960366,2016-04-18,8.59000015258789
1503960366,2016-04-19,9.88000011444092
1503960366,2016-04-20,6.67999982833862
1503960366,2016-04-21,6.34000015258789
1503960366,2016-04-22,8.13000011444092
1503960366,2016-04-23,9.03999996185303
1503960366,2016-04-24,6.40999984741211
1503960366,2016-04-25,9.80000019073486
1503960366,2016-04-26,8.78999996185303
1503960366,2016-04-27,12.210000038147
1503960366,2016-04-28,8.52999973297119
1503960366,2016-04-29,7.15000009536743
1503960366,2016-04-30,9.25
1503960366,2016-05-01,6.80999994277954
1503960366,2016-05-02,9.71000003814697
1503960366,2016-05-03,9.65999984741211
1503960366,2016-05-04,7.15000009536743
1503960366,2016-05-05,8.89999961853027
1503960366,2016-05-06,8.02999973297119
1503960366,2016-05-07,7.71000003814697
1503960366,2016-05-08,6.57999992370605
1503960366,2016-05-09,7.71999979019165
1503960366,2016-05-10,7.76999998092651
1503960366,2016-05-11,8.13000011444092
1503960366,2016-05-12,0
1624580081,2016-04-12,5.30999994277954
1624580081,2016-04-13,4.55000019073486
1624580081,2016-04-14,5.92000007629395
1624580081,2016-04-15,0.980000019073486
1624580081,2016-04-16,3.49000000953674
1624580081,2016-04-17,4.05999994277954
1624580081,2016-04-18,7.40999984741211
1624580081,2016-04-19,1.89999997615814
1624580081,2016-04-20,3.23000001907349
1624580081,2016-04-21,4.13000011444092
1624580081,2016-04-22,2.61999988555908
1624580081,2016-04-23,5.55000019073486
1624580081,2016-04-24,3.95000004768372
1624580081,2016-04-25,4.21999979019165
1624580081,2016-04-26,1.8400000333786
1624580081,2016-04-27,5.44000005722046
1624580081,2016-04-28,1.78999996185303
1624580081,2016-04-29,1.54999995231628
1624580081,2016-04-30,4.30000019073486
1624580081,2016-05-01,28.0300006866455
1624580081,2016-05-02,4.92999982833862
1624580081,2016-05-03,1.37000000476837
1624580081,2016-05-04,1.42999994754791
1624580081,2016-05-05,1.61000001430511
1624580081,2016-05-06,1.12000000476837
1624580081,2016-05-07,1.37000000476837
1624580081,2016-05-08,2.23000001907349
1624580081,2016-05-09,1.12999999523163
1624580081,2016-05-10,1.92999994754791
1624580081,2016-05-11,2.03999996185303
1624580081,2016-05-12,1.92999994754791
1644430081,2016-04-12,7.76999998092651
1644430081,2016-04-13,5.82000017166138
1644430081,2016-04-14,8.02000045776367
1644430081,2016-04-15,3.82999992370605
1644430081,2016-04-16,11.1199998855591
1644430081,2016-04-17,6.36999988555908
1644430081,2016-04-18,5.19000005722046
1644430081,2016-04-19,8.18000030517578
1644430081,2016-04-20,1.76999998092651
1644430081,2016-04-21,0.889999985694885
1644430081,2016-04-22,2.67000007629395
1644430081,2016-04-23,4.82999992370605
1644430081,2016-04-24,2.41000008583069
1644430081,2016-04-25,2.59999990463257
1644430081,2016-04-26,7.21000003814697
1644430081,2016-04-27,2.20000004768372
1644430081,2016-04-28,6.84000015258789
1644430081,2016-04-29,2.30999994277954
1644430081,2016-04-30,13.2399997711182
1644430081,2016-05-01,4.46000003814697
1644430081,2016-05-02,2.73000001907349
1644430081,2016-05-03,9.34000015258789
1644430081,2016-05-04,1.67999994754791
1644430081,2016-05-05,3.19000005722046
1644430081,2016-05-06,7.11999988555908
1644430081,2016-05-07,9.72000026702881
1644430081,2016-05-08,4.8899998664856
1644430081,2016-05-09,4.82999992370605
1644430081,2016-05-10,6.65999984741211
1644430081,2016-05-11,0.970000028610229
1844505072,2016-04-12,4.42999982833862
1844505072,2016-04-13,3.25999999046326
1844505072,2016-04-14,5.25
1844505072,2016-04-15,2.53999996185303
1844505072,2016-04-16,2.25999999046326
1844505072,2016-04-17,2.99000000953674
1844505072,2016-04-18,3.03999996185303
1844505072,2016-04-19,0.129999995231628
1844505072,2016-04-20,0.00999999977648258
1844505072,2016-04-21,5.32000017166138
1844505072,2016-04-22,3.54999995231628
1844505072,2016-04-23,2.35999989509583
1844505072,2016-04-24,0
1844505072,2016-04-25,0
1844505072,2016-04-26,0
1844505072,2016-04-27,0
1844505072,2016-04-28,4.57000017166138
1844505072,2016-04-29,3.25
1844505072,2016-04-30,2.67000007629395
1844505072,2016-05-01,1.70000004768372
1844505072,2016-05-02,0
1844505072,2016-05-03,2.6800000667572
1844505072,2016-05-04,1.37000000476837
1844505072,2016-05-05,1.48000001907349
1844505072,2016-05-06,0.0299999993294477
1844505072,2016-05-07,0
1844505072,2016-05-08,0
1844505072,2016-05-09,0
1844505072,2016-05-10,0
1844505072,2016-05-11,0
1844505072,2016-05-12,0
1927972279,2016-04-12,0.469999998807907
1927972279,2016-04-13,0.25
1927972279,2016-04-14,1.5
1927972279,2016-04-15,0.680000007152557
1927972279,2016-04-16,0
1927972279,2016-04-17,0
1927972279,2016-04-18,0.170000001788139
1927972279,2016-04-19,0
1927972279,2016-04-20,0
1927972279,2016-04-21,0
1927972279,2016-04-22,0.100000001490116
1927972279,2016-04-23,2.03999996185303
1927972279,2016-04-24,1.45000004768372
1927972279,2016-04-25,0.109999999403954
1927972279,2016-04-26,2.59999990463257
1927972279,2016-04-27,0
1927972279,2016-04-28,1.1599999666214
1927972279,2016-04-29,0
1927972279,2016-04-30,0
1927972279,2016-05-01,1.87000000476837
1927972279,2016-05-02,2.61999988555908
1927972279,2016-05-03,0.920000016689301
1927972279,2016-05-04,1.24000000953674
1927972279,2016-05-05,0
1927972279,2016-05-06,1.45000004768372
1927972279,2016-05-07,1.03999996185303
1927972279,2016-05-08,0
1927972279,2016-05-09,0
1927972279,2016-05-10,0
1927972279,2016-05-11,0
1927972279,2016-05-12,0
2022484408,2016-04-12,8.34000015258789
2022484408,2016-04-13,8.5
2022484408,2016-04-14,7.5
2022484408,2016-04-15,8.02999973297119
2022484408,2016-04-16,7.09000015258789
2022484408,2016-04-17,11.3999996185303
2022484408,2016-04-18,10.0699996948242
2022484408,2016-04-19,8.52999973297119
2022484408,2016-04-20,10.6700000762939
2022484408,2016-04-21,8.73999977111816
2022484408,2016-04-22,9.32999992370605
2022484408,2016-04-23,4.21000003814697
2022484408,2016-04-24,10.2799997329712
2022484408,2016-04-25,8.01000022888184
2022484408,2016-04-26,7.19000005722046
2022484408,2016-04-27,7.13000011444092
2022484408,2016-04-28,7.11999988555908
2022484408,2016-04-29,7.19000005722046
2022484408,2016-04-30,12.9099998474121
2022484408,2016-05-01,7.40000009536743
2022484408,2016-05-02,7.28999996185303
2022484408,2016-05-03,8.73999977111816
2022484408,2016-05-04,8.28999996185303
2022484408,2016-05-05,8.35000038146973
2022484408,2016-05-06,7.17999982833862
2022484408,2016-05-07,4.71000003814697
2022484408,2016-05-08,2.30999994277954
2022484408,2016-05-09,9.39000034332275
2022484408,2016-05-10,8.97999954223633
2022484408,2016-05-11,9.31999969482422
2022484408,2016-05-12,6.40999984741211
2026352035,2016-04-12,2.74000000953674
2026352035,2016-04-13,3.09999990463257
2026352035,2016-04-14,2.0699999332428
2026352035,2016-04-15,2.36999988555908
2026352035,2016-04-16,1.58000004291534
2026352035,2016-04-17,0.519999980926514
2026352035,2016-04-18,2.05999994277954
2026352035,2016-04-19,1.5
2026352035,2016-04-20,4.48000001907349
2026352035,2016-04-21,1.52999997138977
2026352035,2016-04-22,1.80999994277954
2026352035,2016-04-23,7.71000003814697
2026352035,2016-04-24,2.16000008583069
2026352035,2016-04-25,3.73000001907349
2026352035,2016-04-26,3.6800000667572
2026352035,2016-04-27,3.76999998092651
2026352035,2016-04-28,3.95000004768372
2026352035,2016-04-29,4.71000003814697
2026352035,2016-04-30,2.9300000667572
2026352035,2016-05-01,2.27999997138977
2026352035,2016-05-02,4.34999990463257
2026352035,2016-05-03,3.72000002861023
2026352035,2016-05-04,4.07000017166138
2026352035,2016-05-05,7.53999996185303
2026352035,2016-05-06,5.07999992370605
2026352035,2016-05-07,2.59999990463257
2026352035,2016-05-08,3.45000004768372
2026352035,2016-05-09,6.61999988555908
2026352035,2016-05-10,0.159999996423721
2026352035,2016-05-11,5.32000017166138
2026352035,2016-05-12,5.51000022888184
2320127002,2016-04-12,7.48999977111816
2320127002,2016-04-13,4.90000009536743
2320127002,2016-04-14,2.6800000667572
2320127002,2016-04-15,3.50999999046326
2320127002,2016-04-16,3.41000008583069
2320127002,2016-04-17,4.17999982833862
2320127002,2016-04-18,4.42000007629395
2320127002,2016-04-19,4.03999996185303
2320127002,2016-04-20,4.84999990463257
2320127002,2016-04-21,2.28999996185303
2320127002,2016-04-22,3.75999999046326
2320127002,2016-04-23,3.42000007629395
2320127002,2016-04-24,2.80999994277954
2320127002,2016-04-25,2.42000007629395
2320127002,2016-04-26,2.29999995231628
2320127002,2016-04-27,1.1599999666214
2320127002,2016-04-28,1.02999997138977
2320127002,2016-04-29,0.620000004768372
2320127002,2016-04-30,3.07999992370605
2320127002,2016-05-01,0.519999980926514
2320127002,2016-05-02,2.45000004768372
2320127002,2016-05-03,5.01999998092651
2320127002,2016-05-04,0.810000002384186
2320127002,2016-05-05,3.50999999046326
2320127002,2016-05-06,3.28999996185303
2320127002,2016-05-07,4.96999979019165
2320127002,2016-05-08,3.48000001907349
2320127002,2016-05-09,2.07999992370605
2320127002,2016-05-10,4.19999980926514
2320127002,2016-05-11,4.32999992370605
2320127002,2016-05-12,1.78999996185303
2347167796,2016-04-12,6.82999992370605
2347167796,2016-04-13,7.01000022888184
2347167796,2016-04-14,6.69999980926514
2347167796,2016-04-15,6.92000007629395
2347167796,2016-04-16,15.0799999237061
2347167796,2016-04-17,3.61999988555908
2347167796,2016-04-18,5.44999980926514
2347167796,2016-04-19,4.44000005722046
2347167796,2016-04-20,7.26999998092651
2347167796,2016-04-21,6.75
2347167796,2016-04-22,5.15999984741211
2347167796,2016-04-23,11.3699998855591
2347167796,2016-04-24,6.26000022888184
2347167796,2016-04-25,6.38000011444092
2347167796,2016-04-26,3.95000004768372
2347167796,2016-04-27,7.57999992370605
2347167796,2016-04-28,3.59999990463257
2347167796,2016-04-29,0.0299999993294477
2873212765,2016-04-12,5.90999984741211
2873212765,2016-04-13,5.11999988555908
2873212765,2016-04-14,5.32000017166138
2873212765,2016-04-15,5.69999980926514
2873212765,2016-04-16,6.65000009536743
2873212765,2016-04-17,1.70000004768372
2873212765,2016-04-18,5.23999977111816
2873212765,2016-04-19,5.36999988555908
2873212765,2016-04-20,6.30000019073486
2873212765,2016-04-21,5.98000001907349
2873212765,2016-04-22,4.90000009536743
2873212765,2016-04-23,6.34999990463257
2873212765,2016-04-24,4.67999982833862
2873212765,2016-04-25,4.94999980926514
2873212765,2016-04-26,5.53999996185303
2873212765,2016-04-27,2.35999989509583
2873212765,2016-04-28,5.40999984741211
2873212765,2016-04-29,4.94999980926514
2873212765,2016-04-30,5.67999982833862
2873212765,2016-05-01,4.96999979019165
2873212765,2016-05-02,5.05999994277954
2873212765,2016-05-03,4.98000001907349
2873212765,2016-05-04,5.55999994277954
2873212765,2016-05-05,5.6100001335144
2873212765,2016-05-06,4.75
2873212765,2016-05-07,3.38000011444092
2873212765,2016-05-08,5.53999996185303
2873212765,2016-05-09,5.19000005722046
2873212765,2016-05-10,5.55999994277954
2873212765,2016-05-11,4.32999992370605
2873212765,2016-05-12,5.1100001335144
3372868164,2016-04-12,3.24000000953674
3372868164,2016-04-13,6.63000011444092
3372868164,2016-04-14,6.03000020980835
3372868164,2016-04-15,5.07999992370605
3372868164,2016-04-16,4.73000001907349
3372868164,2016-04-17,5.88000011444092
3372868164,2016-04-18,4.6399998664856
3372868164,2016-04-19,5.26000022888184
3372868164,2016-04-20,3.32999992370605
3372868164,2016-04-21,6.07000017166138
3372868164,2016-04-22,2.61999988555908
3372868164,2016-04-23,5.07000017166138
3372868164,2016-04-24,4.59000015258789
3372868164,2016-04-25,4.09000015258789
3372868164,2016-04-26,5.78999996185303
3372868164,2016-04-27,5.42000007629395
3372868164,2016-04-28,3.75999999046326
3372868164,2016-04-29,6.23000001907349
3372868164,2016-04-30,3.57999992370605
3372868164,2016-05-01,2.09999990463257
3977333714,2016-04-12,5.98000001907349
3977333714,2016-04-13,6.71000003814697
3977333714,2016-04-14,5.1100001335144
3977333714,2016-04-15,6.05999994277954
3977333714,2016-04-16,9
3977333714,2016-04-17,6.96999979019165
3977333714,2016-04-18,7.80000019073486
3977333714,2016-04-19,8.77999973297119
3977333714,2016-04-20,7.82999992370605
3977333714,2016-04-21,4.07999992370605
3977333714,2016-04-22,5.96000003814697
3977333714,2016-04-23,8.06999969482422
3977333714,2016-04-24,10
3977333714,2016-04-25,8.47999954223633
3977333714,2016-04-26,7.61999988555908
3977333714,2016-04-27,5.03999996185303
3977333714,2016-04-28,4.88000011444092
3977333714,2016-04-29,7.75
3977333714,2016-04-30,9.19999980926514
3977333714,2016-05-01,7.07000017166138
3977333714,2016-05-02,11.0500001907349
3977333714,2016-05-03,9.59000015258789
3977333714,2016-05-04,9.4399995803833
3977333714,2016-05-05,8.57999992370605
3977333714,2016-05-06,8.27999973297119
3977333714,2016-05-07,7.73000001907349
3977333714,2016-05-08,9.09000015258789
3977333714,2016-05-09,10.0799999237061
3977333714,2016-05-10,8.77999973297119
3977333714,2016-05-11,0.5
4020332650,2016-04-12,6.11999988555908
4020332650,2016-04-13,0
4020332650,2016-04-14,0.0799999982118607
4020332650,2016-04-15,1.35000002384186
4020332650,2016-04-16,1.41999995708466
4020332650,2016-04-17,0.00999999977648258
4020332650,2016-04-18,0.0399999991059303
4020332650,2016-04-19,0
4020332650,2016-04-20,0
4020332650,2016-04-21,0
4020332650,2016-04-22,0
4020332650,2016-04-23,0
4020332650,2016-04-24,0
4020332650,2016-04-25,0
4020332650,2016-04-26,0
4020332650,2016-04-27,0
4020332650,2016-04-28,0
4020332650,2016-04-29,0
4020332650,2016-04-30,0
4020332650,2016-05-01,0
4020332650,2016-05-02,0.340000003576279
4020332650,2016-05-03,3.22000002861023
4020332650,2016-05-04,7.34999990463257
4020332650,2016-05-05,8.43000030517578
4020332650,2016-05-06,3.13000011444092
4020332650,2016-05-07,4.40000009536743
4020332650,2016-05-08,4.19999980926514
4020332650,2016-05-09,3.26999998092651
4020332650,2016-05-10,3.98000001907349
4020332650,2016-05-11,2.65000009536743
4020332650,2016-05-12,0.419999986886978
4057192912,2016-04-12,4.03000020980835
4057192912,2016-04-13,4.46999979019165
4057192912,2016-04-14,0
4057192912,2016-04-15,2.95000004768372
4319703577,2016-04-12,5.19999980926514
4319703577,2016-04-13,5.5
4319703577,2016-04-14,6.88000011444092
4319703577,2016-04-15,3.79999995231628
4319703577,2016-04-16,3.1800000667572
4319703577,2016-04-17,0.0199999995529652
4319703577,2016-04-18,1.54999995231628
4319703577,2016-04-19,5.98999977111816
4319703577,2016-04-20,6.01000022888184
4319703577,2016-04-21,2.48000001907349
4319703577,2016-04-22,3.01999998092651
4319703577,2016-04-23,3.30999994277954
4319703577,2016-04-24,2.74000000953674
4319703577,2016-04-25,6.21000003814697
4319703577,2016-04-26,6.6399998664856
4319703577,2016-04-27,7.23000001907349
4319703577,2016-04-28,7.28000020980835
4319703577,2016-04-29,5.3600001335144
4319703577,2016-04-30,5.51999998092651
4319703577,2016-05-01,0.839999973773956
4319703577,2016-05-02,6.23999977111816
4319703577,2016-05-03,6.46999979019165
4319703577,2016-05-04,7.01999998092651
4319703577,2016-05-05,9.48999977111816
4319703577,2016-05-06,6.42000007629395
4319703577,2016-05-07,5.32999992370605
4319703577,2016-05-08,2.46000003814697
4319703577,2016-05-09,6.96000003814697
4319703577,2016-05-10,6.36999988555908
4319703577,2016-05-11,6.13000011444092
4319703577,2016-05-12,0.00999999977648258
4388161847,2016-04-12,7.78000020980835
4388161847,2016-04-13,8.44999980926514
4388161847,2016-04-14,6.82000017166138
4388161847,2016-04-15,6.73000001907349
4388161847,2016-04-16,5.05999994277954
4388161847,2016-04-17,3.57999992370605
4388161847,2016-04-18,9.10000038146973
4388161847,2016-04-19,7.82999992370605
4388161847,2016-04-20,8.11999988555908
4388161847,2016-04-21,7.73000001907349
4388161847,2016-04-22,9.34000015258789
4388161847,2016-04-23,10.1800003051758
4388161847,2016-04-24,7.88000011444092
4388161847,2016-04-25,9.97000026702881
4388161847,2016-04-26,7.28000020980835
4388161847,2016-04-27,8.60999965667725
4388161847,2016-04-28,7.75
4388161847,2016-04-29,7.09999990463257
4388161847,2016-04-30,9.64000034332275
4388161847,2016-05-01,7.8899998664856
4388161847,2016-05-02,8.39999961853027
4388161847,2016-05-03,9.78999996185303
4388161847,2016-05-04,9.52000045776367
4388161847,2016-05-05,7.38000011444092
4388161847,2016-05-06,10.1300001144409
4388161847,2016-05-07,17.5400009155273
4388161847,2016-05-08,14.3800001144409
4388161847,2016-05-09,7.8600001335144
4388161847,2016-05-10,7.92000007629395
4388161847,2016-05-11,7.84000015258789
4388161847,2016-05-12,2.58999991416931
4445114986,2016-04-12,2.20000004768372
4445114986,2016-04-13,1.99000000953674
4445114986,2016-04-14,2.67000007629395
4445114986,2016-04-15,4.82999992370605
4445114986,2016-04-16,2.65000009536743
4445114986,2016-04-17,1.51999998092651
4445114986,2016-04-18,4.23999977111816
4445114986,2016-04-19,1.38999998569489
4445114986,2016-04-20,1.38999998569489
4445114986,2016-04-21,2.55999994277954
4445114986,2016-04-22,4.57999992370605
4445114986,2016-04-23,2.9300000667572
4445114986,2016-04-24,3.35999989509583
4445114986,2016-04-25,2.26999998092651
4445114986,2016-04-26,4.40999984741211
4445114986,2016-04-27,5.03000020980835
4445114986,2016-04-28,3.00999999046326
4445114986,2016-04-29,3.14000010490417
4445114986,2016-04-30,4.17999982833862
4445114986,2016-05-01,3.50999999046326
4445114986,2016-05-02,4.75
4445114986,2016-05-03,5.17999982833862
4445114986,2016-05-04,1.96000003814697
4445114986,2016-05-05,2.54999995231628
4445114986,2016-05-06,3.02999997138977
4445114986,2016-05-07,3.58999991416931
4445114986,2016-05-08,4.90000009536743
4445114986,2016-05-09,3.53999996185303
